timestamp,product_type,compressive_strength,fineness,consistency,setting_time,temperature,humidity,gypsum_added
2025-10-25 19:44:33.953828,OPC-53,46.024235860764364,0.9683904352857476,0.25496873333966874,73.96407710213727,25.637969393743223,46.008838842450295,5.5
2025-10-25 18:44:33.953828,PSC,45.255784563250096,0.9683832922694235,0.2772071810313825,104.5298725977872,23.4705424276421,63.825354586036816,5.5
2025-10-25 17:44:33.953828,OPC-43,53.7555031430381,0.9166432242481183,0.321896027580412,88.89468211430336,28.304753492069725,56.37749780528878,5.5
2025-10-25 16:44:33.953828,PSC,55.75727088620424,0.9119943084748926,0.27920071569017246,93.84969271027245,22.622147629245788,48.08139613665505,4.558756890657153
2025-10-25 15:44:33.953828,OPC-43,52.440309456125135,0.9667194512841739,0.2866582565936786,43.80175808216323,22.92300739158183,73.86346722192019,2.5
2025-10-25 14:44:33.953828,OPC-53,57.977624229070784,0.9280908260080187,0.31847359156964644,56.18782468383061,29.63243563721343,54.43151413667948,2.5
2025-10-25 13:44:33.953828,PSC,50.85244549598718,0.9617333553983805,0.302723521796668,74.8625971782445,20.085476366123604,62.51500157437442,2.5
2025-10-25 12:44:33.953828,OPC-53,54.81475556124096,0.9031818220953499,0.2638707903527466,56.11851715975706,29.265708201109486,49.82847884618057,2.5
2025-10-25 11:44:33.953828,PSC,43.21408839721562,0.9384014988086373,0.324394901896532,68.34631600739253,24.407994564478543,59.455017127995184,2.5
2025-10-25 10:44:33.953828,OPC-53,53.88227884425668,0.9399729636737238,0.258258377731289,96.88737377078863,24.897608771660117,66.97955188583198,2.5
2025-10-25 09:44:33.953828,PPC,54.03699210148846,0.9547364507675464,0.29823370295153134,93.92280321222235,24.01398415941336,65.46846505801355,5.5
2025-10-25 08:44:33.953828,PPC,40.08787261023813,0.9527407081038317,0.3400821258551362,100.46974520562779,21.207517641727748,71.22823917108406,5.5
2025-10-25 07:44:33.953828,PPC,54.00099201986626,0.9040262805873349,0.3192800774612128,50.883120259408926,26.79097029528854,71.2204612361622,4.5670818808558415
2025-10-25 06:44:33.953828,OPC-53,42.747257562016046,0.9668902776607363,0.29648847826725017,84.91689141488956,23.295184784953097,50.823846333159025,5.5
2025-10-25 05:44:33.953828,PPC,56.49952048090626,0.9448714123405563,0.3375797322265256,100.11552466522794,21.033458063554168,70.65077898235043,3.668332879494875
2025-10-25 04:44:33.953828,PPC,41.40612891728988,0.9337055100657133,0.3494230986533392,78.7713468630727,27.889262639766194,50.234248304672285,2.5
2025-10-25 03:44:33.953828,PPC,49.80364465247876,0.9601029471011207,0.325075695505845,70.87299807032915,21.597513299888238,45.59955556994552,3.9101063136543615
2025-10-25 02:44:33.953828,PSC,46.84904130430794,0.949218070376171,0.3236259311037762,83.40511970318232,23.06749464814933,48.30160765149578,5.5
2025-10-25 01:44:33.953828,PSC,51.47159767073508,0.9360164744035142,0.3052067953116965,74.70283997402517,22.214248802431698,49.676645630964295,5.358654753391152
2025-10-25 00:44:33.953828,PSC,41.43996036142381,0.9175769240066377,0.2805788753371706,100.48383660585117,25.951964326431877,71.33447622368719,5.5
2025-10-24 23:44:33.953828,OPC-53,50.35423525004188,0.9231370293317394,0.3463573310254331,51.569994174883,20.822530133853935,46.021865322437556,2.5584451794372556
2025-10-24 22:44:33.953828,OPC-43,49.94061420078391,0.9183263248959267,0.3400862000886891,97.38414818377765,26.445122018717846,40.06952226432395,5.5
2025-10-24 21:44:33.953828,PPC,58.64828561325696,0.9655188426368803,0.3485278945844822,73.97074230143262,22.800624039897343,62.75653193271175,2.8796994646490988
2025-10-24 20:44:33.953828,OPC-43,48.67363339318561,0.9277673361827875,0.26100952771356684,104.62291212822737,23.669425224492517,57.03219050298053,5.5
2025-10-24 19:44:33.953828,OPC-53,57.94395352036658,0.9073391557934347,0.261271993359937,75.53098115781188,25.809750874384207,70.89435204880014,5.5
2025-10-24 18:44:33.953828,OPC-43,44.67784875500464,0.9242888472674116,0.32781304862216953,100.59769290052255,26.75730435256769,63.289880463930835,5.5
2025-10-24 17:44:33.953828,OPC-43,52.426897531580984,0.9472974690483161,0.2697353321246475,49.50390783377634,20.75915156890948,40.50981210269078,2.5
2025-10-24 16:44:33.953828,OPC-43,58.9943039209472,0.9062074391389617,0.28882800283906085,53.82659858722478,25.62985638548173,50.25151719773254,2.5
2025-10-24 15:44:33.953828,PSC,53.71349609086907,0.9553681828094064,0.32051576192072984,80.14252646506839,26.49819778551577,49.01068523179423,2.5
2025-10-24 14:44:33.953828,PSC,58.23656522365465,0.9423701355779927,0.30212987812798797,100.1082632535717,23.641011035998012,52.33615018798649,5.303640461107705
