timestamp,kiln_temperature,residence_time,fuel_consumption,alternative_fuel_ratio,clinker_quality,exhaust_gas_temperature,oxygen_content
2025-09-20 22:39:01.288319,1483.4939589019423,33.423197968941125,3178.6630682859927,0.24017571611211125,0.9022442793872372,377.5074943228225,2.133041665649691
2025-09-20 22:24:01.288319,1380.347249797926,23.45991403542949,3935.596077769634,0.3854066393273071,0.9121685831210874,354.4235144025787,2.312114587478698
2025-09-20 22:09:01.288319,1429.9417751446654,33.627736300363,3567.2503977870224,0.18844989673969037,0.9826011323521473,405.8097983644396,2.7282391668799257
2025-09-20 21:54:01.288319,1475.5030737101185,22.67903606454476,3335.137985428857,0.21004104828527187,0.9591078187019363,382.85631257595844,2.4207630611042403
2025-09-20 21:39:01.288319,1389.7730177194226,26.55949249071662,3300.7290881171925,0.16967738245930178,0.9064370844657458,347.50314520048727,2.319379208656581
2025-09-20 21:24:01.288319,1488.3521559564729,25.340290610252445,3379.614430901433,0.332395650296334,0.9621061749437427,357.53978770429956,1.911250759170503
2025-09-20 21:09:01.288319,1428.5576861525537,20.503632533577466,3526.394541963825,0.1531971837831695,0.9179560501649725,362.6213861386958,3.8463142342727035
2025-09-20 20:54:01.288319,1470.8398887508774,30.282509904626693,3833.8704052766157,0.26302597202126105,0.9849747231279915,433.8145111906309,1.648298382644314
2025-09-20 20:39:01.288319,1489.904448737748,30.340760325913482,4105.37171531081,0.22516415883808377,0.938420332481274,445.42817667225745,2.690866547737767
2025-09-20 20:24:01.288319,1382.4743407169583,23.720146863166164,3469.4319996372756,0.29920678700834474,0.942846077197936,375.410821536141,1.5660180345273962
2025-09-20 20:09:01.288319,1457.1321946443568,21.54499533043268,4205.674349206827,0.3381795344838998,0.917626829666846,411.0181001300549,3.125162352484625
2025-09-20 19:54:01.288319,1478.0897920500709,31.227856664136315,4322.588148411114,0.3861707953860398,0.9824858055715476,424.38507353353884,2.6061230325223104
2025-09-20 19:39:01.288319,1413.2998846090845,21.654918418866973,3617.3552504499316,0.3619437310999931,0.9250824969222659,319.4834403514733,2.5921370565439563
2025-09-20 19:24:01.288319,1395.071943659827,22.553724949118372,4050.8935540419407,0.17547254341170093,0.9092263063051339,446.3337992890765,3.409386112764798
2025-09-20 19:09:01.288319,1401.149837109031,21.933013891713415,3644.724564356194,0.22739754599993342,0.9899470467121905,307.00021120255815,2.7041000682699945
2025-09-20 18:54:01.288319,1471.1938129928126,24.08282365479534,4346.209491861017,0.24286963870911468,0.9760362668809481,365.5451180125519,2.8477110325426684
2025-09-20 18:39:01.288319,1485.8634495065655,23.174887076978447,4379.760402680131,0.15413466245591995,0.985858585205954,417.3979982801015,3.6442216035083588
2025-09-20 18:24:01.288319,1508.6079372828995,21.695495074557115,3625.1164169668064,0.3998067170199935,0.9608210651740068,348.36157030380497,2.8007006229376357
2025-09-20 18:09:01.288319,1419.9629145023434,24.026606517601742,3385.4728711205908,0.10589570825671546,0.9606263048871752,345.16071661124664,3.577341525000081
2025-09-20 17:54:01.288319,1413.2080006030576,21.6941879078217,4071.014741814244,0.30053117075968055,0.9765510931825155,400.8478442340376,2.5867572086053747
2025-09-20 17:39:01.288319,1384.338224251163,22.910583698713655,4222.458793569824,0.11284980374608014,0.9348088071962832,418.2362057162481,2.4543735018022126
2025-09-20 17:24:01.288319,1510.5373974375732,26.286024890107125,3184.1567968791474,0.15335700196054117,0.9648121720841822,394.8708942975337,1.8346844195526766
2025-09-20 17:09:01.288319,1459.2715932712902,23.389131450214748,3839.6164676193093,0.30824522613198446,0.9825357492772089,391.21911220630886,3.0693407217081337
2025-09-20 16:54:01.288319,1452.765963901448,28.71391264580724,3893.993468721602,0.19473152425488072,0.9614712519422223,410.1686494575259,2.709164736142636
2025-09-20 16:39:01.288319,1497.701856380489,25.071341611808425,3841.299832113854,0.11626346333080309,0.904285425583704,348.3244724267112,3.0554664635514888
2025-09-20 16:24:01.288319,1513.3290900749057,24.783886312692037,3819.210423431926,0.1927297802049487,0.9376733257962807,323.71048934982997,2.606117481945244
2025-09-20 16:09:01.288319,1428.5770921812907,28.70648705955643,3312.180048442626,0.34557244892390954,0.9445330820895703,326.32975637558064,3.8081788609522884
2025-09-20 15:54:01.288319,1518.3651499804955,21.420099761618268,3242.022083623449,0.2328410685291659,0.9601744489870223,315.842794958731,2.4652318094479053
2025-09-20 15:39:01.288319,1474.8706906676437,24.569148558134664,4347.246375752259,0.3458099170859581,0.9177621103142389,426.63106469083016,2.9804962005582616
2025-09-20 15:24:01.288319,1406.8367337509458,27.590593334450695,4132.7067918734065,0.2985841172217424,0.9243024456549785,388.7159828118616,3.928266377950386
2025-09-20 15:09:01.288319,1410.216169908348,26.487397719507214,4057.4112683692374,0.15735828064313628,0.9882067468241077,353.0888801380357,1.8257952671522575
2025-09-20 14:54:01.288319,1394.3281395858285,24.725775097776094,3260.54163669394,0.32459443215857814,0.9801802661682603,349.37868369252755,1.555146693464686
2025-09-20 14:39:01.288319,1457.0451666957815,33.991893762435936,3711.443102692569,0.39399526056216727,0.9343710501567735,334.9917465238782,3.469208656348939
2025-09-20 14:24:01.288319,1397.3178864030042,23.457164549639486,4235.052286941212,0.21347222492215157,0.9178403912724412,378.734910451229,3.9447213790853626
2025-09-20 14:09:01.288319,1504.8167178853791,34.6581358501251,3106.236688616484,0.21316974691128504,0.9109102932184662,414.5481726617271,2.3000531204325165
2025-09-20 13:54:01.288319,1452.5280548228216,20.293552921713985,3657.460130847556,0.10178075563016015,0.9747926242809343,338.6857838265177,1.6412722052583417
2025-09-20 13:39:01.288319,1406.328680630731,29.782713458981675,3558.990814941402,0.16559146601852004,0.9289354876649509,406.77914509944486,3.4815233509810337
2025-09-20 13:24:01.288319,1393.3313758038958,23.888826076323568,3605.9066842576863,0.308623024640162,0.9209894464102959,389.5369344163659,1.985919233763372
2025-09-20 13:09:01.288319,1498.727254616551,30.804958820734747,4353.069140709303,0.18215211510204615,0.9713196663891861,366.33092556551884,3.120128381198298
2025-09-20 12:54:01.288319,1441.0065884947785,30.39936111060783,4067.148976088235,0.3128330554011475,0.9184405705117017,420.83752929905614,3.4921897618520354
2025-09-20 12:39:01.288319,1460.6623482924128,23.320301467604914,4060.5069194922003,0.18933266134143173,0.9412628021900517,410.7131324455542,3.194964441593568
2025-09-20 12:24:01.288319,1382.8130404399972,24.62670913163879,4119.742769220847,0.22746138408987832,0.9549500407167352,445.1931785206857,2.3442572723942154
2025-09-20 12:09:01.288319,1471.2369988331818,33.567213693734914,4125.039249552039,0.15227894831969485,0.9681072968212918,406.42813441566875,2.840730610110257
2025-09-20 11:54:01.288319,1498.60974898058,32.08708933605539,4083.916659153955,0.3662279165848774,0.9870505498693818,346.5300783942452,3.639504157481155
2025-09-20 11:39:01.288319,1508.7989535685776,27.877715224707906,3757.7709837941075,0.251884918176214,0.9068070851918175,375.6398816532454,3.6386800899570195
2025-09-20 11:24:01.288319,1412.1624822644537,28.002455200709463,3984.7737041364317,0.19891545360288015,0.92276515339196,386.69807608392176,3.061839967056497
2025-09-20 11:09:01.288319,1474.0927166740921,28.977489506916925,4123.689145212664,0.29686885746599273,0.9758098161486124,361.7955561729412,2.0461544743690214
2025-09-20 10:54:01.288319,1513.5625464891377,28.078230775630075,3487.491204762942,0.3958249553374632,0.9459531786189781,445.35012640974753,3.7087220291442895
2025-09-20 10:39:01.288319,1490.8921289987836,20.939609650983765,4103.824783766747,0.24424392687296653,0.9590635585945918,400.23652152980037,2.927947840844329
2025-09-20 10:24:01.288319,1405.901354378673,28.820713124560132,3678.3118315934703,0.14331970649479392,0.975519203086888,302.5074563247458,2.0581258121019363
2025-09-20 10:09:01.288319,1392.1701715035445,30.837981016845674,3527.746993973817,0.24268425744345765,0.9207698905818895,306.9066004503685,3.0861885822289215
2025-09-20 09:54:01.288319,1451.5447545326995,23.309283256480516,3798.737166662191,0.32219103455956694,0.9823699350977475,340.7614010441929,1.5338629715047385
2025-09-20 09:39:01.288319,1400.3686109897874,32.70086054777742,3580.0114393366284,0.19449804354748657,0.9625310990156482,396.61789955207496,3.1758610186193668
2025-09-20 09:24:01.288319,1443.3021424200008,33.170337146547595,3663.903252575099,0.14830699602705277,0.9696738767514905,326.3370601801728,2.7067295954375283
2025-09-20 09:09:01.288319,1471.1159287556977,21.182877672248,3077.8908014609283,0.2418396492854876,0.936045560696694,419.39602004045804,2.503275650762376
2025-09-20 08:54:01.288319,1385.9324930570754,27.503310092819557,3478.9123729277403,0.31237936855708337,0.9880555816428358,363.996056367117,2.7679762327326998
2025-09-20 08:39:01.288319,1486.851246692865,26.274941507701868,4315.280761120945,0.32765243302316505,0.9038678933415943,307.7308280647568,2.6467271645685937
2025-09-20 08:24:01.288319,1496.3234751022233,32.445779720383236,3084.217285727858,0.2947360980943633,0.9428536022080323,305.55584827516384,3.302450336932484
2025-09-20 08:09:01.288319,1394.2700167475866,33.134346559207,3438.10925577062,0.2732777137525889,0.948999474131752,315.2334481233686,1.806221215878442
2025-09-20 07:54:01.288319,1517.3988404769518,20.754060123319935,3837.8949243428747,0.3930606681545592,0.9521934762210993,347.83581122541517,1.945053678546111
2025-09-20 07:39:01.288319,1391.1122501456928,28.649953601096595,4493.995461185349,0.10246849009042193,0.902534104037087,326.09891942631685,2.8172955903197003
