timestamp,limestone_quality,clay_content,iron_ore_grade,moisture_content,particle_size_distribution,temperature,flow_rate
2025-09-20 22:39:00.964111,0.9149375101254483,0.061620059339733003,0.6560310103179183,0.18443958700036595,"[0.19506131157736867, 0.29005625948646346, 0.2188953577887926, 0.042916984331031215, 0.2530700868163442]",16.38971348079575,418.2912967424315
2025-09-20 22:24:00.964111,0.8855467719519092,0.09434026884443428,0.7196249706009223,0.2271305654519436,"[0.23711621646774322, 0.32392298400849767, 0.2105736858566772, 0.052848414827357186, 0.1755386988397248]",20.659016766196793,302.4770627687723
2025-09-20 22:09:00.964111,0.9286096052703573,0.15547868238282722,0.6456098761718162,0.061872332792573516,"[0.11958945250184995, 0.34044423586428774, 0.2320648362686767, 0.2940895909399492, 0.013811884425236532]",23.803330565337447,385.28023572803863
2025-09-20 21:54:00.964111,0.9109243232261894,0.17431111798735938,0.7459464035493135,0.21891153838987282,"[0.2392795385133958, 0.289386850048278, 0.0016618484786605737, 0.1558791461682079, 0.31379261679145765]",29.49848716223006,373.85065889773426
2025-09-20 21:39:00.964111,0.8813818215578437,0.08840364764765743,0.7312243430451721,0.06937512411368983,"[0.11244115891680481, 0.13545138361699285, 0.12890067905824237, 0.39004343795975405, 0.23316334044820597]",25.525126818726378,358.1911484930072
2025-09-20 21:24:00.964111,0.9203056203688205,0.06990980926285635,0.7509933719184007,0.20761685144267905,"[0.15547318513413702, 0.25986479360078124, 0.02726154791346588, 0.4868558337415202, 0.07054463961009558]",33.266232610794106,409.77960965175043
2025-09-20 21:09:00.964111,0.9512096888483343,0.05419163752348725,0.7328391740494904,0.2062454063906652,"[0.2865618229185711, 0.39520569805993827, 0.0544670659612389, 0.14251982918390618, 0.12124558387634543]",32.7848629000362,371.7027776687828
2025-09-20 20:54:00.964111,0.9755810150194031,0.071569539367708,0.7810306456397036,0.17861357662363903,"[0.3390483645152284, 0.09533057881394331, 0.265992863929608, 0.031632544293866735, 0.2679956484473536]",31.13604626355708,357.53163440564464
2025-09-20 20:39:00.964111,0.8602937046652487,0.0675001606444219,0.7109326175926716,0.15256137611652046,"[0.15762132429301784, 0.21615709304214606, 0.15439943085612623, 0.22888054433156557, 0.2429416074771443]",32.09310358584427,324.18354803229994
2025-09-20 20:24:00.964111,0.914908826562402,0.05878232615584909,0.714569997240634,0.22414905713211863,"[0.1364522940389948, 0.2933372436565476, 0.3392178011721253, 0.17616526132107171, 0.05482739981126052]",27.022425682411246,300.1332347016822
2025-09-20 20:09:00.964111,0.8666925870485563,0.1237277981035146,0.6548077051650245,0.12308566565986859,"[0.210789585956459, 0.11458503230653502, 0.3904397818108461, 0.05490401147580409, 0.2292815884503557]",26.06236098943556,385.94788241107767
2025-09-20 19:54:00.964111,0.9673726645827849,0.14991183810287362,0.7245034975021547,0.18970931148376052,"[0.259074968891916, 0.14297979008519884, 0.041077364812837955, 0.29214907012743724, 0.26471880608260995]",18.173076699116002,408.1113261334904
2025-09-20 19:39:00.964111,0.8992462933780706,0.0680012173157071,0.6395506017436593,0.22512396041095895,"[0.081982050762449, 0.12970143971902698, 0.665347105509085, 0.07009982284795042, 0.05286958116148853]",32.74997212957972,358.2924155416938
2025-09-20 19:24:00.964111,0.8788868096576714,0.1727610357179417,0.7812009042453953,0.19424218698031187,"[0.12275959510724765, 0.05396996187911759, 0.20564489677404926, 0.28943982881085384, 0.32818571742873165]",20.02403509497637,400.15456664793464
