timestamp,limestone_quality,clay_content,iron_ore_grade,moisture_content,particle_size_distribution,temperature,flow_rate,energy_savings,quality_improvement,sustainability_score,expected_improvement,rec_action,rec_target_value
2025-09-20 22:39:00.964111,0.9149375101254484,0.061620059339733,0.6560310103179183,0.1844395870003659,"[0.19506131157736867, 0.29005625948646346, 0.2188953577887926, 0.042916984331031215, 0.2530700868163442]",16.38971348079575,418.2912967424315,0.04510771090025612,0.05,0.7545107710900256,0.047553855450128066,"CRITICAL: Reduce moisture, high flow rate detected",0.12
2025-09-20 22:24:00.964111,0.8855467719519092,0.0943402688444342,0.7196249706009223,0.2271305654519436,"[0.23711621646774322, 0.32392298400849767, 0.2105736858566772, 0.052848414827357186, 0.1755386988397248]",20.659016766196796,302.4770627687723,0.0535652827259718,0.0,0.7553565282725971,0.0267826413629859,Increase pre-drying time,0.12
2025-09-20 22:09:00.964111,0.9286096052703572,0.1554786823828272,0.6456098761718162,0.0618723327925735,"[0.11958945250184995, 0.34044423586428774, 0.2320648362686767, 0.2940895909399492, 0.013811884425236532]",23.803330565337447,385.2802357280386,0.0,0.0,0.75,0.0,maintain_parameters,0.0
2025-09-20 21:54:00.964111,0.9109243232261894,0.1743111179873593,0.7459464035493135,0.2189115383898728,"[0.2392795385133958, 0.289386850048278, 0.0016618484786605737, 0.1558791461682079, 0.31379261679145765]",29.49848716223006,373.8506588977343,0.0494557691949364,0.0,0.7549455769194936,0.0247278845974682,Increase pre-drying time,0.12
2025-09-20 21:39:00.964111,0.8813818215578437,0.0884036476476574,0.7312243430451721,0.0693751241136898,"[0.11244115891680481, 0.13545138361699285, 0.12890067905824237, 0.39004343795975405, 0.23316334044820597]",25.525126818726378,358.1911484930072,0.0,0.0,0.75,0.0,maintain_parameters,0.0
2025-09-20 21:24:00.964111,0.9203056203688204,0.0699098092628563,0.7509933719184007,0.207616851442679,"[0.15547318513413702, 0.25986479360078124, 0.02726154791346588, 0.4868558337415202, 0.07054463961009558]",33.266232610794106,409.7796096517504,0.061331796009875296,0.05,0.7561331796009876,0.05566589800493765,"CRITICAL: Reduce moisture, high flow rate detected",0.12
2025-09-20 21:09:00.964111,0.9512096888483343,0.0541916375234872,0.7328391740494904,0.2062454063906652,"[0.2865618229185711, 0.39520569805993827, 0.0544670659612389, 0.14251982918390618, 0.12124558387634543]",32.7848629000362,371.7027776687828,0.043122703195332596,0.0,0.7543122703195333,0.021561351597666298,Increase pre-drying time,0.12
2025-09-20 20:54:00.964111,0.9755810150194032,0.071569539367708,0.7810306456397036,0.178613576623639,"[0.3390483645152284, 0.09533057881394331, 0.265992863929608, 0.031632544293866735, 0.2679956484473536]",31.13604626355708,357.53163440564464,0.0293067883118195,0.0,0.7529306788311819,0.01465339415590975,Increase pre-drying time,0.12
2025-09-20 20:39:00.964111,0.8602937046652487,0.0675001606444219,0.7109326175926716,0.1525613761165204,"[0.15762132429301784, 0.21615709304214606, 0.15439943085612623, 0.22888054433156557, 0.2429416074771443]",32.09310358584427,324.18354803229994,0.016280688058260204,0.0,0.751628068805826,0.008140344029130102,Increase pre-drying time,0.12
2025-09-20 20:24:00.964111,0.914908826562402,0.058782326155849,0.714569997240634,0.2241490571321186,"[0.1364522940389948, 0.2933372436565476, 0.3392178011721253, 0.17616526132107171, 0.05482739981126052]",27.02242568241125,300.1332347016822,0.052074528566059305,0.0,0.755207452856606,0.026037264283029653,Increase pre-drying time,0.12
