timestamp,kiln_temperature,residence_time,fuel_consumption,alternative_fuel_ratio,clinker_quality,exhaust_gas_temperature,oxygen_content,rec_action
2025-09-20 22:39:01.288319,1483.4939589019425,33.423197968941125,3178.6630682859927,0.2401757161121112,0.9022442793872372,377.5074943228225,2.133041665649691,Reduce temperature by 20-30°C
2025-09-20 22:39:01.288319,1483.4939589019425,33.423197968941125,3178.6630682859927,0.2401757161121112,0.9022442793872372,377.5074943228225,2.133041665649691,Increase alternative fuel usage
2025-09-20 22:24:01.288319,1380.347249797926,23.45991403542949,3935.596077769634,0.3854066393273071,0.9121685831210874,354.4235144025787,2.312114587478698,none
2025-09-20 22:09:01.288319,1429.9417751446654,33.627736300363,3567.2503977870224,0.1884498967396903,0.9826011323521472,405.8097983644396,2.7282391668799257,Increase alternative fuel usage
2025-09-20 21:54:01.288319,1475.5030737101183,22.67903606454476,3335.137985428857,0.2100410482852718,0.9591078187019364,382.8563125759584,2.4207630611042403,Reduce temperature by 20-30°C
2025-09-20 21:54:01.288319,1475.5030737101183,22.67903606454476,3335.137985428857,0.2100410482852718,0.9591078187019364,382.8563125759584,2.4207630611042403,Increase alternative fuel usage
2025-09-20 21:39:01.288319,1389.7730177194226,26.55949249071662,3300.7290881171925,0.1696773824593017,0.9064370844657458,347.50314520048727,2.319379208656581,Increase alternative fuel usage
2025-09-20 21:24:01.288319,1488.3521559564729,25.340290610252445,3379.614430901433,0.332395650296334,0.9621061749437428,357.5397877042996,1.911250759170503,Reduce temperature by 20-30°C
2025-09-20 21:09:01.288319,1428.5576861525535,20.503632533577463,3526.394541963825,0.1531971837831695,0.9179560501649724,362.6213861386958,3.846314234272704,Increase alternative fuel usage
2025-09-20 20:54:01.288319,1470.8398887508774,30.282509904626693,3833.870405276616,0.263025972021261,0.9849747231279916,433.8145111906309,1.648298382644314,Reduce temperature by 20-30°C
2025-09-20 20:54:01.288319,1470.8398887508774,30.282509904626693,3833.870405276616,0.263025972021261,0.9849747231279916,433.8145111906309,1.648298382644314,Increase alternative fuel usage
2025-09-20 20:39:01.288319,1489.904448737748,30.34076032591348,4105.37171531081,0.2251641588380837,0.938420332481274,445.4281766722575,2.690866547737767,Reduce temperature by 20-30°C
2025-09-20 20:39:01.288319,1489.904448737748,30.34076032591348,4105.37171531081,0.2251641588380837,0.938420332481274,445.4281766722575,2.690866547737767,Increase alternative fuel usage
2025-09-20 20:24:01.288319,1382.4743407169583,23.720146863166164,3469.431999637276,0.2992067870083447,0.942846077197936,375.410821536141,1.5660180345273962,Increase alternative fuel usage
2025-09-20 20:09:01.288319,1457.1321946443568,21.54499533043268,4205.674349206827,0.3381795344838998,0.917626829666846,411.0181001300549,3.125162352484625,Reduce temperature by 20-30°C
2025-09-20 19:54:01.288319,1478.0897920500709,31.227856664136315,4322.588148411114,0.3861707953860398,0.9824858055715476,424.3850735335389,2.6061230325223104,Reduce temperature by 20-30°C
2025-09-20 19:39:01.288319,1413.2998846090843,21.654918418866973,3617.355250449932,0.3619437310999931,0.925082496922266,319.4834403514733,2.5921370565439563,none
2025-09-20 19:24:01.288319,1395.071943659827,22.55372494911837,4050.8935540419407,0.1754725434117009,0.909226306305134,446.3337992890765,3.409386112764798,Increase alternative fuel usage
2025-09-20 19:09:01.288319,1401.149837109031,21.93301389171341,3644.724564356194,0.2273975459999334,0.9899470467121904,307.00021120255815,2.7041000682699945,Increase alternative fuel usage
2025-09-20 18:54:01.288319,1471.1938129928126,24.08282365479534,4346.209491861017,0.2428696387091146,0.976036266880948,365.5451180125519,2.8477110325426684,Reduce temperature by 20-30°C
2025-09-20 18:54:01.288319,1471.1938129928126,24.08282365479534,4346.209491861017,0.2428696387091146,0.976036266880948,365.5451180125519,2.8477110325426684,Increase alternative fuel usage
